service_time,fill_time,fill_time_sd,mean_entry,mean_queue
1,136.33333333333334,0.4714045207910317,76.62777777777778,57.138024187777305
3,143.66666666666666,4.0276819911981905,74.34722222222223,50.682383018722675
5,150.33333333333334,10.498677165349081,80.48055555555555,52.05454841889178
8,153.66666666666666,4.0276819911981905,86.36944444444444,52.80338165210777
12,164,7.2571803523590805,92.71944444444445,51.34969420051879
