num_gates,fill_time,fill_time_sd,mean_entry,mean_queue,mean_throughput
1,303.3333333333333,5.436502143433364,158.76,82.48566310710585,1.3544987480815374
2,725.3333333333334,759.9080353715325,102.3630701754386,63.47890872547941,1.7053973013493253
3,178,6.531972647421808,99.12,94.83132090579376,1.7763039402601208
4,174.66666666666666,2.8674417556808756,93.40166666666667,89.02892105419603,1.7759795056423575
6,172.33333333333334,2.0548046676563256,94.31333333333333,96.2225561852648,1.797317367492806
8,172.66666666666666,5.312459150169742,94.36,96.50465769818707,1.7247428226879253
